"id"	"class_anki"	"sbs_class"	"sbs_category"	"sbs_patimokkha"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"
"14779"	""	"19"	"sn56"	""	""	""	"SN56.38"	"dutiyasūriyasuttaṃ"	"andhatamaṃ tadā hoti andhakāratimisā. n'eva tāva catunnaṃ ariyasaccānaṃ ācikkhaṇā hoti desanā paññāpanā paṭṭhapanā vivaraṇā vibhajanā <b>uttānīkammaṃ</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14782"	""	"19"	"sn22"	""	""	""	"SN22.94"	"pupphasuttaṃ"	"yo, bhikkhave, tathāgatena evaṃ ācikkhiyamāne desiyamāne paññapiyamāne paṭṭhapiyamāne vivariyamāne vibhajiyamāne <b>uttānīkariyamāne</b> na jānāti na passati tam'ahaṃ, bhikkhave, bālaṃ puthujjanaṃ andhaṃ acakkhukaṃ ajānantaṃ apassantaṃ kin'ti karomi!"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14783"	""	"19"	"sn22"	""	""	""	"SN22.94"	"pupphasuttaṃ"	"atthi, bhikkhave, loke lokadhammo, taṃ tathāgato abhisambujjhati abhisameti, abhisambujjhitvā abhisametvā taṃ ācikkhati deseti paññapeti paṭṭhapeti vivarati vibhajati <b>uttānīkaroti</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14785"	""	"19"	""	""	""	""	"MN61"	"ambalaṭṭhika rāhulovādasuttaṃ"	"evarūpaṃ te, rāhula, kāyakammaṃ satthari vā viññūsu vā sabrahmacārīsu desetabbaṃ, vivaritabbaṃ, <b>uttānīkātabbaṃ</b>, desetvā vivaritvā uttānīkatvā āyatiṃ saṃvaraṃ āpajjitabbaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14786"	""	"19"	""	""	""	""	"SN35.234"	"udāyīsuttaṃ"	"sakkā evam'evaṃ viññāṇam'p'idaṃ ācikkhituṃ desetuṃ paññāpetuṃ paṭṭhapetuṃ vivarituṃ vibhajituṃ <b>uttānīkātuṃ</b> iti'p'idaṃ viññāṇaṃ anattā'ti."	""	""	""	"SN22.89"	"khemakasuttaṃ"	"na kho mayaṃ āyasmantaṃ khemakaṃ vihes'āpekhā pucchimha, api c'āyasmā khemako pahosi tassa bhagavato sāsanaṃ vitthārena ācikkhituṃ desetuṃ paññāpetuṃ paṭṭhapetuṃ vivarituṃ vibhajituṃ <b>uttānīkātuṃ</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14805"	""	"3"	""	""	""	""	"DHP168"	"lokavaggo"	"<b>uttiṭṭhe</b> nappamajjeyya,
dhammaṃ sucaritaṃ care,
dhammacārī sukhaṃ seti,
asmiṃ loke paramhi ca."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14808"	"52"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN81"	"ghaṭikārasuttaṃ"	"bhikkhū ghaṭikārassa kumbhakārassa āvesanaṃ <b>uttiṇam</b>'akaṃsu."	""	""	""	""	""	""	""	""	""	""
"14810"	"17"	"11"	""	""	""	""	""	""	""	""	""	""	"MN22"	"alagaddūpamasuttaṃ"	"tassa purisassa uttiṇṇassa pāraṅ'gatassa evam'assa, bahukāro kho me ayaṃ kullo, im'āhaṃ kullaṃ nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ <b>uttiṇṇo</b>."	""	""	""	"THI32"	"dantikātherīgāthā"	"divāvihārā nikkhamma,
gijjhakūṭamhi pabbate,
nāgaṃ ogāham'<b>uttiṇṇaṃ</b>,
nadītīramhi addasaṃ."	""	""	""	""	""	""	""	""	""	""
"14828"	""	""	""	""	""	""	"MN39"	"mahāassapurasuttaṃ"	"<b>ud</b>dhaccakukkuccaṃ pahāya anuddhato viharati ajjhattaṃ vūpasantacitto uddhaccakukkuccā cittaṃ parisodheti"	""	""	""	"UD45"	"uposathasuttaṃ"	"abhikkantā, bhante, ratti, nikkhanto paṭhamo yāmo, ciranisinno bhikkhusaṅgho, <b>ud</b>disatu, bhante, bhagavā bhikkhūnaṃ pātimokkhan'ti"	""	""	""	"MN30"	"cūḷasāropamasuttaṃ"	"tass'<b>ud</b>dānaṃ moḷiyaphaggun'ariṭṭhañ'ca nāmo, andhavane kathipuṇṇaṃ nivāpo, rāsikaṇerumahāgajanāmo, sārūpamo puna piṅgalakoccho."	""	""	""	""	""	""	""	""	""	""
"14829"	"21"	""	""	""	""	""	"SNP47"	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	"samo visesī <b>uda vā </b>nihīno,
yo maññatī so vivadetha tena,
tīsu vidhāsu avikampamāno,
samo visesī'ti na tassa hoti."	""	""	""	"SNP61"	"upasīva māṇava pucchā
pārāyanavaggo 6"	"atthaṅ'gato so <b>uda vā</b> so n'atthi,
udāhu ve sassatiyā arogo,
taṃ me munī sādhu viyākarohi,
tathā hi te vidito esa dhammo."	""	""	""	"UD50"	"cūḷapanthakasuttaṃ"	"ṭhitena kāyena ṭhitena cetasā,
tiṭṭhaṃ nisinno <b>uda vā</b> sayāno,
etaṃ satiṃ bhikkhu adhiṭṭhahāno,
labhetha pubb'āpariyaṃ visesaṃ"	""	""	""	""	""	""	""	""	""	""
"14830"	"26"	"13"	""	""	""	""	"SNP13"	"ratanasuttaṃ
cūḷavaggo 1"	"kiñ'cā'pi so kammaṃ karoti pāpakaṃ, kāyena vācā'<b>uda</b> cetasā vā.
abhabbo so tassa paṭicchādāya, abhabbatā diṭṭhapadassa vuttā."	"Ratana-sutta"	""	"Protective Recitations"	"SNP61"	"upasīva māṇava pucchā
pārāyanavaggo 6"	"atthaṅ'gato so <b>uda</b> vā so n'atthi,
udāhu ve sassatiyā arogo,
taṃ me munī sādhu viyākarohi,
tathā hi te vidito esa dhammo."	""	""	""	"UD50"	"cūḷapanthakasuttaṃ"	"ṭhitena kāyena ṭhitena cetasā, tiṭṭhaṃ nisinno <b>uda</b> vā sayāno,
etaṃ satiṃ bhikkhu adhiṭṭhahāno, labhetha pubb'āpariyaṃ visesaṃ"	""	""	""	"SNP47"	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	"samo visesī <b>uda</b> vā nihīno,
yo maññatī so vivadetha tena,
tīsu vidhāsu avikampamāno,
samo visesī'ti na tassa hoti."	""	""	""	"54"
"14831"	""	"9"	""	""	""	""	"SN46.55"	"saṅgāravasuttaṃ"	"seyyathā'pi, brāhmaṇa, <b>uda</b>patto saṃsaṭṭho lākhāya vā haliddiyā vā nīliyā vā mañjiṭṭhāya vā."	""	""	""	"SN1.20"	"samiddhisuttaṃ"	"evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā rājagahe viharati tap'<b>od</b>'ārāme. atha kho āyasmā samiddhi rattiyā paccūsasamayaṃ paccuṭṭhāya yena tap'<b>odā</b> ten'upasaṅkami gattāni parisiñcituṃ."	""	""	""	"DHP121"	"pāpavaggo"	"m'āvamaññetha pāpassa, na man'taṃ āgamissati,
udabindunipātena, <b>uda</b>kumbho'pi pūrati,
bālo pūrati pāpassa, thokaṃ thokam'pi ācinaṃ."	""	""	""	"SN1.47"	"vanaropasuttaṃ"	"papañ'ca <b>uda</b>pānañ'ca, ye dadanti upassayaṃ.
tesaṃ divā ca ratto ca, sadā puññaṃ pavaḍḍhati.
dhammaṭṭhā sīlasampannā, te janā saggagāmino'ti."	""	""	""	""
"14832"	"14"	"9"	"sn22"	"pat"	""	""	"AN5.23"	"upakkilesasuttaṃ"	"pathaviyā'pi ummujjanimujjaṃ kareyyaṃ, seyyathā'pi <b>udake</b>, <b>udake</b>'pi abhijjamāno gaccheyyaṃ, seyyathā'pi pathaviyaṃ, ākāse'pi pallaṅkena kameyyaṃ, seyyathā'pi pakkhī sakuṇo"	""	""	""	"SN35.247"	"chappāṇakasuttaṃ"	"ahi āviñcheyya, vammikaṃ pavekkhāmī'ti, susumāro āviñcheyya, <b>udakaṃ</b> pavekkhāmī'ti, pakkhī āviñcheyya, ākāsaṃ ḍessāmī'ti"	""	""	""	"VIN PAT PC 20"	"sappāṇaka sikkhāpada"	"yo pana bhikkhu jānaṃ sappāṇakaṃ <b>udakaṃ</b> tiṇaṃ vā mattikaṃ vā siñceyya vā siñcāpeyya vā, pācittiyaṃ."	""	""	""	"AN3.101"	"loṇakapallasuttaṃ"	"seyyathā'pi,…, asu hi, bhante, gaṅgāya nadiyā mahā <b>udaka</b>kkhandho so amunā loṇakapallena loṇo na assa apeyyo"	""	""	""	""
"14840"	""	"19"	""	""	""	""	"AN3.101"	"loṇakapallasuttaṃ"	"taṃ kissa hetu? asu hi bhante gaṅgāya nadiyā mahā <b>udakakkhandho</b> so amunā loṇaphalena loṇo na assa apeyyo'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14849"	""	"19"	"sn35"	""	""	""	"MN22"	"alagaddūpamasuttaṃ"	"seyyathā'pi, bhikkhave, puriso addhānamaggappaṭipanno. so passeyya mahantaṃ <b>udak'aṇṇavaṃ</b>, orimaṃ tīraṃ sāsaṅkaṃ sappaṭibhayaṃ, pārimaṃ tīraṃ khemaṃ appaṭibhayaṃ."	""	""	""	"SN35.228"	"paṭhamasamuddasuttaṃ"	"n'eso, bhikkhave, ariyassa vinaye samuddo. mahā eso, bhikkhave, udakarāsi mahā<b>udak'aṇṇavo</b>. cakkhu, bhikkhave, purisassa samuddo, tassa rūpamayo vego."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14853"	""	"19"	""	"pat"	""	""	"VIN PAT PC 40"	"dantaponasikkhāpadaṃ"	"yo pana bhikkhu adinnaṃ mukhadvāraṃ āhāraṃ āhareyya aññatra <b>udakadantaponā</b>, pācittiyaṃ."	""	""	""	"VIN2.5.4.10"	"dantaponasikkhāpadaṃ"	"āhāro nāma <b>udakadantaponaṃ</b> ṭhapetvā yaṃkiñci ajjhoharaṇīyaṃ, eso āhāro nāma."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14860"	""	"19"	""	""	""	""	"MN28"	"mahāhatthipadopamasuttaṃ"	"sā harit'antaṃ vā panth'antaṃ vā sel'antaṃ vā <b>udak'antaṃ</b> vā ramaṇīyaṃ vā bhūmibhāgaṃ āgamma anāhārā nibbāyati. hoti kho so, āvuso, samayo yaṃ kukkuṭapattena'pi nhārudaddulena'pi aggiṃ gavesanti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14861"	""	"19"	""	""	""	""	"AN10.51"	"sacittasuttaṃ"	"seyyathā'pi, bhikkhave, itthī vā puriso vā daharo yuvā maṇḍanakajātiko ādāse vā parisuddhe pariyodāte acche vā <b>udakapatte</b> sakaṃ mukhanimittaṃ paccavekkhamāno"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14869"	""	"19"	"sn22"	""	""	""	"SN22.95"	"pheṇapiṇḍūpamasuttaṃ"	"seyyathā'pi, bhikkhave, saradasamaye thullaphusitake deve vassante udake <b>udakapubbuḷaṃ</b> uppajjati c'eva nirujjhati ca."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14870"	"14"	"19"	""	""	""	""	"MN152"	"indriyabhāvanāsuttaṃ"	"seyyathā'pi, ānanda, īsakaṃpoṇe padumapalāse <b>udakaphusitāni</b> pavattanti"	""	""	""	"VIN2.5.6.7"	"nahānasikkhāpadaṃ"	"vātavuṭṭhisamayo nāma bhikkhū sarajena vātena okiṇṇā honti, dve vā tīṇi vā <b>udakaphusitāni</b> kāye patitāni honti, vātavuṭṭhisamayo'ti nahāyitabbaṃ."	""	""	""	"MN152"	"indriyabhāvanāsuttaṃ"	"balavā puriso divasaṃsantatte ayokaṭāhe dve vā tīṇi vā <b>udakaphusitāni</b> nipāteyya. dandho, ānanda, udakaphusitānaṃ nipāto, atha kho naṃ khippam'eva parikkhayaṃ pariyādānaṃ gaccheyya."	""	""	""	""	""	""	""	""	""	""
"14879"	""	"19"	""	""	""	""	"AN3.101"	"loṇakapallasuttaṃ"	"seyyathā'pi, bhikkhave, puriso loṇaphalaṃ paritte <b>udakamallake</b> pakkhipeyya. taṃ kiṃ maññatha, bhikkhave, api nu taṃ parittaṃ udakaṃ amunā loṇaphalena loṇaṃ assa apeyyan'ti? evaṃ, bhante."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14881"	""	"19"	"sn35"	""	""	""	"SN42.6"	"asibandhakaputtasuttaṃ"	"seyyathā'pi, gāmaṇi, puriso mahatiṃ puthusilaṃ gambhīre <b>udakarahade</b> pakkhipeyya."	""	""	""	"SN17.3"	"kummasuttaṃ"	"bhūtapubbaṃ, bhikkhave, aññatarasmiṃ <b>udakarahade</b> mahākummakulaṃ ciranivāsī ahosi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14884"	""	"19"	"sn35"	""	""	""	"SN35.228"	"paṭhamasamuddasuttaṃ"	"n'eso, bhikkhave, ariyassa vinaye samuddo. mahā eso, bhikkhave, <b>udakarāsi</b> mahāudak'aṇṇavo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14900"	""	"19"	"sn46"	""	""	""	"SN46.53"	"aggisuttaṃ"	"so tattha allāni c'eva tiṇāni pakkhipeyya, allāni ca gomayāni pakkhipeyya, allāni ca kaṭṭhāni pakkhipeyya, <b>udakavātañ</b>'ca dadeyya, paṃsukena ca okireyya."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14915"	""	"19"	""	""	""	""	"MN61"	"ambalaṭṭhika rāhulovādasuttaṃ"	"atha kho bhagavā parittaṃ <b>udak'āvasesaṃ</b> udak'ādhāne ṭhapetvā āyasmantaṃ rāhulaṃ āmantesi, passasi no tvaṃ, rāhula, imaṃ parittaṃ <b>udak'āvasesaṃ</b> udak'ādhāne ṭhapitan'ti?"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14923"	""	"19"	""	""	""	""	"DHP121"	"pāpavaggo"	"m'āvamaññetha pāpassa,
na man'taṃ āgamissati,
udabindunipātena,
<b>udakumbho</b>'pi pūrati,
bālo pūrati pāpassa,
thokaṃ thokam'pi ācinaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14929"	"20"	"20"	""	""	""	""	""	""	""	""	""	""	"MN40"	"cūḷāssapurasuttaṃ"	"n'āhaṃ, bhikkhave, udak'orohakassa <b>udak'orohaka</b>mattena sāmaññaṃ vadāmi."	""	""	""	"AN10.176"	"cundasuttaṃ"	"brāhmaṇā, bhante, pacchābhūmakā kamaṇḍalukā sevālamālikā aggiparicārikā <b>udak'orohakā</b> soceyyāni paññapenti, tes'āhaṃ soceyyāni rocemī'ti"	""	""	""	""	""	""	""	""	""	""
"14950"	"40"	""	""	""	""	""	"TH186"	"nāgasamālattheragāthā"	"tato me manasīkāro,
yoniso <b>udapajjatha</b>,
ādīnavo pāturahu,
nibbidā samatiṭṭhatha."	""	""	""	""	""	""	""	""	""	"APA12"	"ānanda therāpadānaṃ"	"hatthikkhandhagato āsiṃ,
setacchattaṃ varuttamaṃ,
sucārurūpaṃ disvāna,
vitti me <b>udapajjatha</b>."	""	""	""	""	""	""	""	""	""	""
"14953"	""	"19"	""	""	""	""	"SN46.55"	"saṅgāravasuttaṃ"	"seyyathā'pi, brāhmaṇa, <b>udapatto</b> saṃsaṭṭho lākhāya vā haliddiyā vā nīliyā vā mañjiṭṭhāya vā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14954"	"4"	"4"	"sn22"	""	""	""	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"idaṃ dukkhaṃ ariyasaccan'ti me, bhikkhave, pubbe ananussutesu dhammesu cakkhuṃ <b>udapādi</b>, ñāṇaṃ <b>udapādi</b>, paññā <b>udapādi</b>, vijjā <b>udapādi</b>, āloko <b>udapādi</b>."	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	"VIN4.1.7"	"pabbajjākathā"	"seyyathā'pi nāma suddhaṃ vatthaṃ apagatakāḷakaṃ samma'd'eva rajanaṃ paṭiggaṇheyya, evam'eva yasassa kulaputtassa tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ <b>udapādi</b>, yaṃ kiñci samudayadhammaṃ, sabbaṃ taṃ nirodhadhamman'ti."	""	""	""	"SN22.26"	"assādasuttaṃ"	"ñāṇañ'ca pana me dassanaṃ <b>udapādi</b>. akuppā me vimutti, ayamantimā jāti, n'atthi dāni punabbhavo'ti"	""	""	""	""	""	""	""	""	""	"18"
"14955"	""	"4"	""	""	""	""	"AN10.21"	"sīhanādasuttaṃ"	"amutrāsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo evam'āhāro evaṃsukhadukkhapaṭisaṃvedī evam'āyupariyanto, so tato cuto amutra <b>udapādiṃ</b>, tatrā'p'āsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo evam'āhāro evaṃsukhadukkhapaṭisaṃvedī evam'āyupariyanto"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14956"	"7"	"19"	""	""	""	""	""	""	""	""	""	""	"UD69"	"udapānasuttaṃ"	"kiṃ kayirā <b>udapānena</b>,
āpā ce sabbadā siyuṃ,
taṇhāya mūlato chetvā,
kissa pariyesanaṃ care'ti."	""	""	""	"SN1.47"	"vanaropasuttaṃ"	"papañ'ca <b>udapānañ</b>'ca,
ye dadanti upassayaṃ,
tesaṃ divā ca ratto ca,
sadā puññaṃ pavaḍḍhati."	""	""	""	""	""	""	""	""	""	""
"14961"	""	"19"	""	""	""	""	"DHP121"	"pāpavaggo"	"m'āvamaññetha pāpassa,
na man'taṃ āgamissati,
<b>udabindu</b>nipātena,
udakumbho'pi pūrati,
bālo pūrati pāpassa,
thokaṃ thokam'pi ācinaṃ."	""	""	""	"SNP44"	"jarāsuttaṃ
aṭṭhakavaggo 6"	"<b>udabindu</b> yathā'pi pokkhare,
padume vāri yathā na limpati,
evaṃ muni n'opalimpati,
yadidaṃ diṭṭhasutaṃ mutesu vā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14967"	""	"2"	"sn45"	""	""	""	"SN45.49"	"maggasaṃyuttaṃ, kalyāṇamittasuttaṃ"	"sūriyassa, bhikkhave, <b>udayato</b> etaṃ pubbaṅ'gamaṃ etaṃ pubbanimittaṃ, yad'idaṃ, aruṇ'uggaṃ"	""	""	""	"DHP113"	"sahassavaggo"	"yo ca vassasataṃ jīve,
apassaṃ <b>udaya</b>bbayaṃ,
ek'āhaṃ jīvitaṃ seyyo,
passato udayabbayaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14974"	""	"19"	""	""	""	""	"AN8.49"	"paṭhamaidhalokikasuttaṃ"	"kathañ'ca, visākhe, mātugāmo paññāsampanno hoti? idha, visākhe, mātugāmo paññavā hoti, <b>uday'atthagāminiyā</b> paññāya samannāgato ariyāya nibbedhikāya sammādukkhakkhayagāminiyā."	""	""	""	"AN9.1"	"sambodhisuttaṃ"	"puna caparaṃ, āvuso, bhikkhu paññavā hoti <b>uday'atthagāminiyā</b> paññāya samannāgato ariyāya nibbedhikāya sammā dukkhakkhayagāminiyā. sambodhipakkhikānaṃ, āvuso, dhammānaṃ ayaṃ pañcamī upanisā bhāvanāya."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14977"	""	"10"	"sn56"	""	""	""	"SN56.37"	"paṭhamasūriyasuttaṃ"	"sūriyassa, bhikkhave, <b>udayato</b> etaṃ pubbaṅ'gamaṃ etaṃ pubbanimittaṃ, yadidaṃ, aruṇuggaṃ. evam'eva kho, bhikkhave, bhikkhuno catunnaṃ ariyasaccānaṃ yathābhūtaṃ abhisamayāya etaṃ pubbaṅ'gamaṃ etaṃ pubbanimittaṃ, yadidaṃ, sammādiṭṭhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14979"	""	"19"	""	""	""	""	"DHP113"	"sahassavaggo"	"yo ca vassasataṃ jīve,
apassaṃ <b>udayabbayaṃ</b>,
ek'āhaṃ jīvitaṃ seyyo,
passato udayabbayaṃ."	""	""	""	"AN4.41"	"samādhibhāvanāsuttaṃ"	"katamā ca, bhikkhave, samādhibhāvanā bhāvitā bahulīkatā āsavānaṃ khayāya saṃvattati? idha, bhikkhave, bhikkhu pañcasu upādānakkhandhesu <b>udayabbaya</b>-anupassī viharati"	""	""	""	"DHP374"	"bhikkhuvaggo"	"yato yato sammasati, khandhānaṃ <b>udayabbayaṃ</b>,
labhatī pītipāmojjaṃ, amataṃ taṃ vijānataṃ."	""	""	""	""	""	""	""	""	""	""
"14982"	""	"19"	""	""	""	""	"AN8.2"	"paññāsuttaṃ"	"pañcasu kho pana upādānakkhandhesu <b>udayabbay'ānupassī</b> viharati, iti rūpaṃ, iti rūpassa samudayo, iti rūpassa atthaṅ'gamo. iti vedanā, iti vedanāya samudayo, iti vedanāya atthaṅ'gamo."	""	""	""	"AN4.41"	"samādhibhāvanāsuttaṃ"	"katamā ca, bhikkhave, samādhibhāvanā bhāvitā bahulīkatā āsavānaṃ khayāya saṃvattati? idha, bhikkhave, bhikkhu pañcasu upādānakkhandhesu <b>udayabbay'ānupassī</b> viharati"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14988"	""	"9"	""	""	""	""	"Trad"	""	"katvāna kaṭṭham'<b>udaraṃ</b> iva gabbhinīyā, ciñcāya duṭṭhavacanaṃ janakāyamajjhe, santena somavidhinā jitavā mun'indo"	"Jaya-maṅgala-aṭṭha-gāthā"	""	"Protective Recitations"	"SNP37"	"nālakasuttaṃ
mahāvaggo 11"	"ūn'<b>ūdaro</b> mit'āhāro,
app'icchassa alolupo,
sadā icchāya nicchāto,
aniccho hoti nibbuto."	""	""	""	"SNP4"	"kasibhāradvājasuttaṃ
uragavaggo 4"	"kāyagutto vacīgutto,
āhāre <b>udare</b> yato,
saccaṃ karomi niddānaṃ,
soraccaṃ me pamocanaṃ."	""	""	""	"TH257"	"pārāpariyattheragāthā"	"<b>udara</b>avadehakaṃ bhutvā, sayant'uttānaseyyakā.
kathaṃ vattenti paṭibuddhā, yā kathā satthugarahitā."	""	""	""	"62"
"14992"	"53"	"19"	""	""	""	""	"MN36"	"mahāsaccakasuttaṃ"	"so kho ahaṃ, aggivessana, <b>udaracchaviṃ</b> parimasissāmī'ti piṭṭhikaṇṭakaṃ'y'eva pariggaṇhāmi, piṭṭhikaṇṭakaṃ parimasissāmī'ti <b>udaracchaviṃ</b>'y'eva pariggaṇhāmi"	""	""	""	""	""	""	""	""	""	"VIN4.8.206"	"seṭṭhiputtavatthu"	"jīvako … janaṃ ussāretvā tirokaraṇiyaṃ parikkhipitvā thambhe upanibandhitvā bhariyaṃ purato ṭhapetvā <b>udaracchaviṃ</b> uppāṭetvā antagaṇṭhiṃ nīharitvā bhariyāya dassesi"	""	""	""	""	""	""	""	""	""	""
"14997"	""	""	""	""	""	""	"MN16"	"cetokhilasuttaṃ"	"yo so, bhikkhave, bhikkhu yāva'd'atthaṃ <b>udar'āvadehakaṃ</b> bhuñjitvā seyyasukhaṃ passasukhaṃ middhasukhaṃ anuyutto viharati, tassa cittaṃ na namati ātappāya anuyogāya sātaccāya padhānāya."	""	""	""	"TH257"	"pārāpariyattheragāthā"	"<b>udar'āvadehakaṃ</b> bhutvā, sayant'uttānaseyyakā.
kathaṃ vattenti paṭibuddhā, yā kathā satthugarahitā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14998"	""	"9"	""	""	""	""	"DN22.5"	"mahāsatipaṭṭhānasuttaṃ"	"atthi imasmiṃ kāye … antaṃ antaguṇaṃ <b>udariyaṃ</b> karīsaṃ (matthaluṅgaṃ), pittaṃ semhaṃ pubbo lohitaṃ sedo medo, assu vasā kheḷo siṅghāṇikā lasikā muttan'ti."	"Dvattiṃs'ākāra-paccavekkhaṇa"	"The Thirty-Two Parts"	"Reflections"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"37"
"15005"	"28"	"2"	""	""	""	""	"MN22"	"alagaddūpamasuttaṃ"	"idha, bhikkhave, ekacce moghapurisā dhammaṃ pariyāpuṇanti, suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, <b>udānaṃ</b>, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"15013"	"54"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN91"	"brahmāyusuttaṃ"	"evaṃ vutte brahmāyu brāhmaṇo uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā tikkhattuṃ udānaṃ <b>udāneti</b>"	""	""	""	""	""	""	""	""	""	""
"15014"	"36"	"14"	""	""	""	""	"UD73"	"tatiya nibbāna paṭisaṃyuttasuttaṃ"	"atha kho bhagavā etam'atthaṃ viditvā tāyaṃ velāyaṃ imaṃ udānaṃ <b>udānesi</b>"	""	""	""	"SN3.13"	"doṇapākasuttaṃ"	"atha kho rājā pasenadi kosalo anupubbena nāḷik'odanaparamatāya saṇṭhāsi. atha kho rājā pasenadi kosalo aparena samayena susallikhitagatto pāṇinā gattāni anumajjanto tāyaṃ velāyaṃ imaṃ udānaṃ <b>udānesi</b>"	""	""	""	"VIN4.1.6"	"pañcavaggiyakathā"	"atha kho bhagavā imaṃ udānaṃ <b>udānesi</b>, aññāsi vata, bho koṇḍañño, aññāsi vata bho koṇḍañño'ti."	""	""	""	""	""	""	""	""	""	""
"15019"	"51"	"5"	""	""	""	""	"AN6.43"	"nāgasuttaṃ"	"evaṃ vutte āyasmā <b>udāyī</b> bhagavantaṃ etadavoca, hatthim'eva nu kho, bhante, mahantaṃ brahantaṃ kāy'upapannaṃ jano disvā evam'āha, nāgo vata, bho, nāgo'ti"	""	""	""	""	""	""	""	""	""	"VIN2.5.9.7"	"nisīdana sikkhāpadaṃ"	"kissa tvaṃ, <b>udāyi</b>, nisīdanaṃ samantato samañchasi, seyyathā'pi purāṇ'āsikoṭṭho'ti?"	""	""	""	""	""	""	""	""	""	""
"15034"	""	"3"	"sn47"	""	""	""	"SN47.9"	"satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ"	"api ca me, bhante, ahosi kācideva assāsamattā, na tāva bhagavā parinibbāyissati, na yāva bhagavā bhikkhusaṅghaṃ ārabbha kiñ'ci'd'eva <b>udāharatī</b>'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
