"id"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"dhp_source"	"dhp_sutta"	"dhp_example"	"pat_source"	"pat_sutta"	"pat_example"	"vib_source"	"vib_sutta"	"vib_example"	"class_source"	"class_sutta"	"class_example"	"class_example_translation"	"class_extra"	"class_anki"	"discourses_source"	"discourses_sutta"	"discourses_example"	"extra_source"	"extra_sutta"	"extra_example"	"sbs_index"
"192"	"11"	""	""	"DHP88"	"paṇḍitavaggo"	"tatr'ābhiratim'iccheyya, hitvā kāme <b>akiñcano</b>"	"Ti-lakkhaṇā"	"The Three Characteristics"	"Verses"	""	""	""	""	""	""	"DHP396"	"brāhmaṇavaggo"	"na c'āhaṃ brāhmaṇaṃ brūmi,
yonijaṃ mattisambhavaṃ,
bhovādi nāma so hoti,
sace hoti sakiñcano,
<b>akiñcanaṃ</b> anādānaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ."	""	""	""	""	""	""	"DHP88"	"paṇḍitavaggo"	"tatra abhiratiṃ iccheyya, hitvā kāme <b>akiñcano</b>, pariyodapeyya attānaṃ, cittaklesehi paṇḍito."	"A wise person, possession-less, would wish for pleasure in that place, having abandoned sensual pleasures, he would purify himself from mental defilements."	"extra"	"8"	""	""	""	"SNP59"	"mettagū māṇava pucchā
pārāyanavaggo 4"	"yaṃ brāhmaṇaṃ vedagum'ābhijaññā,
<b>akiñcanaṃ</b> kāmabhave asattaṃ,
addhā hi so ogham'imaṃ atāri,
tiṇṇo ca pāraṃ akhilo akaṅkho."	"11"
"195"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP390"	"brāhmaṇavaggo"	"na brāhmaṇass'etad<b>akiñci</b> seyyo,
yadā nisedho manaso piyehi,
yato yato hiṃsamano nivattati,
tato tato sammati'm'eva dukkhaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"218"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.95"	"pheṇapiṇḍūpamasuttaṃ"	"so tattha passeyya mahantaṃ kadalikkhandhaṃ ujuṃ navaṃ <b>akukkuka</b>jātaṃ."	""	""	""	""
"219"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.95"	"pheṇapiṇḍūpamasuttaṃ"	"so tattha passeyya mahantaṃ kadalikkhandhaṃ ujuṃ navaṃ <b>akukkukajātaṃ</b>."	""	""	""	""
"229"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP196"	"buddhavaggo"	"te tādise pūjayato,
nibbute <b>akutobhaye</b>,
na sakkā puññaṃ saṅkhātuṃ,
im'ettam'api kenaci."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"14"	""	""	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"ñāṇañ'ca pana me dassanaṃ udapādi, <b>akuppā</b> me vimutti, ayam'antimā jāti, n'atth'idāni punabbhavo'ti."	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN30"	"cūḷasāropamasuttaṃ"	"<b>akuppā</b> cetovimutti - etad'attham'idaṃ, brāhmaṇa, brahmacariyaṃ"	"Unshakable mental liberation, brahmin, - this holy life [has] that as a goal."	"extra"	"19"	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"ñāṇañ'ca pana me dassanaṃ udapādi, <b>akuppā</b> me vimutti, ayam'antimā jāti, n'atth'idāni punabbhavo'ti."	"ITI62"	"indriyasuttaṃ"	"tato aññā vimuttassa,
ñāṇaṃ ve hoti tādino,
<b>akuppā</b> me vimuttī'ti,
bhavasaṃyojanakkhayā."	"18"
"232"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.1.1"	"paṭhamapārājikaṃ, santhatabhāṇavāro"	"tatra yv'āyaṃ bhikkhu samaggena saṅghena ñatticatutthena kammena <b>akuppena</b> ṭhān'ārahena upasampanno, ayaṃ imasmiṃ atthe adhippeto bhikkhū'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN140"	"dhātuvibhaṅgasuttaṃ"	"tañ'hi'ssa, bhikkhu, n'atthi yena jāyetha, ajāyamāno kiṃ jīyissati, ajīyamāno kiṃ mīyissati, amīyamāno kiṃ kuppissati, <b>akuppamāno</b> kissa pihessati?"	"Monk, there is indeed for him (i.e. he has indeed) not that by which he himself could be born. Not being born, how will he age? Not getting old, how will he die? Not dying, how will he be agitated? Not being agitated, for what will he long?"	""	"24"	""	""	""	"MN140"	"dhātuvibhaṅgasuttaṃ"	"tañ'hi'ssa, bhikkhu, n'atthi yena jāyetha, ajāyamāno kiṃ jīyissati, ajīyamāno kiṃ mīyissati, amīyamāno kiṃ kuppissati, <b>akuppamāno</b> kissa pihessati?"	""
"237"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP51"	"pupphavaggo"	"yathā'pi ruciraṃ pupphaṃ,
vaṇṇavantaṃ agandhakaṃ,
evaṃ subhāsitā vācā,
aphalā hoti <b>akubbato</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP124"	"pāpavaggo"	"pāṇimhi ce vaṇo n'āssa,
hareyya pāṇinā visaṃ,
n'ābbaṇaṃ visam'anveti,
n'atthi pāpaṃ <b>akubbato</b>."	""	""	""	""	""	""	"SN22.3"	"hāliddikānisuttaṃ"	"okaṃ pahāya aniketasārī, gāme <b>akubbaṃ</b> muni santhavāni, kāmehi ritto apurekkharāno, kathaṃ na viggayha janena kayirā."	"""Leaving behind home, the sage is wandering homeless, not making close associations in the village, free from sense pleasures, not preferring, he would not engage in quarrelling talk with people. (lit. not quarrelling, he would engage in talk with people."""	""	"27"	""	""	""	"DHP124"	"pāpavaggo"	"pāṇimhi ce vaṇo n'āssa,
hareyya pāṇinā visaṃ,
n'ābbaṇaṃ visam'anveti,
n'atthi pāpaṃ <b>akubbato</b>."	""
"244"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"11"	""	""	"SN12.22"	"dutiyadasabalasuttaṃ"	"dukkhaṃ, bhikkhave, kusīto viharati vokiṇṇo pāpakehi <b>akusalehi</b> dhammehi, mahantañ'ca sadatthaṃ parihāpeti."	"Dhamma-pahaṃsāna"	"Striving According to the Dhamma"	"Teachings"	"SN45.8"	"vibhaṅgasuttaṃ"	"vivicc'eva kāmehi vivicca <b>akusalehi</b> dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja viharati."	"Ariy'aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	""	""	""	""	""	""	""	""	""	"MN39"	"mahāassapurasuttaṃ"	"vivicca kāmehi vivicca <b>akusalehi</b> dhammehi, paṭhamaṃ jhānaṃ upasampajja viharati"	"Aloof from sense pleasures, aloof from unwholesome mental states, reaching the first stage of meditation he remains (there)."	""	"8"	"MN107"	"gaṇakamoggallānasuttaṃ"	"yatv'ādhikaraṇam'enaṃ cakkhu'ndriyaṃ asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā <b>akusalā</b> dhammā anvāssaveyyuṃ"	""	""	""	"22"
"277"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP48"	"purābhedasuttaṃ
aṭṭhakavaggo 10"	"patilīno <b>akuhako</b>, apihālu amaccharī, appagabbho ajeguccho, pesuṇeyye ca no yuto."	"Withdrawn, not deceitful, not envious, not selfish, courteous, honorable, and he is not engaged in slander."	""	"26"	""	""	""	"SNP48"	"purābhedasuttaṃ
aṭṭhakavaggo 10"	"patilīno <b>akuhako</b>,
apihālu amaccharī,
appagabbho ajeguccho,
pesuṇeyye ca no yuto."	""
"283"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"ye pana te kulaputtā saddhā agārasmā anagāriyaṃ pabbajitā asaṭhā amāyāvino <b>aketabino</b> anuddhatā anunnaḷā ... tehi bhavaṃ gotamo saddhiṃ saṃvasati."	""	""	""	""
"293"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.1"	"nakulapitusuttaṃ"	"idha, gahapati, assutavā puthujjano ariyānaṃ adassāvī ariyadhammassa <b>akovido</b> ariyadhamme avinīto sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto rūpaṃ attato samanupassati"	"In this regard, householder, an uninstructed ordinary person who has no regard for noble persons, [who is] not proficient in the noble teaching, [who is] uneducated about the noble teaching, who has no regard for righteous men, [who is] not proficient in the teaching of righteous men, [who is] uneducated about the teaching of righteous men, regards form as self."	""	"11"	"SN22.1"	"nakulapitusuttaṃ"	"idha, gahapati, assutavā puthujjano ariyānaṃ adassāvī ariyadhammassa <b>akovido</b> ariyadhamme avinīto sappurisānaṃ adassāvī sappurisadhammassa <b>akovido</b> sappurisadhamme avinīto rūpaṃ attato samanupassati"	"SNP38"	"dvayatānupassanāsuttaṃ"	"satañ'ca vivaṭaṃ hoti,
āloko passatām'iva,
santike na vijānanti,
magā dhammassa-<b>akovidā</b>."	""
"321"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP3"	"yamakavaggo"	"<b>akkocchi</b> maṃ avadhi maṃ,
ajini maṃ ahāsi me,
ye ca taṃ upanayhanti,
veraṃ tesaṃ na sammati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP3"	"yamakavaggo"	"<b>akkocchi</b> maṃ avadhi maṃ,
ajini maṃ ahāsi me,
ye ca taṃ upanayhanti,
veraṃ tesaṃ na sammati."	""
"322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP223"	"kodhavaggo"	"<b>akkodhena</b> jine kodhaṃ,
asādhuṃ sādhunā jine,
jine kadariyaṃ dānena,
saccen'ālikavādinaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP399"	"brāhmaṇavaggo"	"<b>akkosaṃ</b> vadhabandhañ'ca,
aduṭṭho yo titikkhati,
khantībalaṃ bal'ānīkaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ."	""	""	""	"VIN2.5.1.2"	"omasavādasikkhāpadaṃ"	"hīno nāma <b>akkoso</b>, oṭṭho'si, meṇḍo'si, goṇo'si, gadrabho'si, tiracchānagato'si, nerayiko'si, n'atthi tuyhaṃ sugati, duggati y'eva tuyhaṃ pāṭikaṅkhā'ti, yakārena vā bhakārena vā, kāṭakoṭacikāya vā, eso hīno nāma <b>akkoso</b>."	"MN82"	"raṭṭhapālasuttaṃ"	"āyasmā raṭṭhapālo n'eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu <b>akkosaṃ</b> eva alattha!"	"Venerable Raṭṭhapāla obtained neither alms nor a refusal, on the contrary, he obtained only verbal abuse."	""	"5"	""	""	""	"DHP399"	"brāhmaṇavaggo"	"<b>akkosaṃ</b> vadhabandhañ'ca,
aduṭṭho yo titikkhati,
khantībalaṃ bal'ānīkaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ."	""
"335"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.3"	"duṭṭhullavācāsikkhāpadaṃ"	"dve magge ādissa vaṇṇam'pi bhaṇati, avaṇṇam'pi bhaṇati, yācati'pi, āyācati'pi, pucchati'pi, paṭipucchati'pi, ācikkhati'pi, anusāsati'pi, <b>akkosati</b>'pi."	""	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.3.1"	"ovādasikkhāpadaṃ"	"na bhikkhuniyā kena ci pariyāyena bhikkhu <b>akkositabbo</b> paribhāsitabbo, ayam'pi dhammo"	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.1.2"	"dutiyapārājikaṃ"	"rājāno nāma pathabyārājā padesarājā maṇḍalikā antarabhogikā <b>akkha</b>dassā mahāmattā, ye vā pana chejjabhejjaṃ karontā anusāsanti. ete rājāno nāma."	""	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.1.2"	"dutiyapārājikaṃ"	"rājāno nāma pathabyārājā padesarājā maṇḍalikā antarabhogikā <b>akkhadassā</b> mahāmattā, ye vā pana chejjabhejjaṃ karontā anusāsanti. ete rājāno nāma."	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP6"	"parābhavasuttaṃ
uragavaggo 6"	"itthidhutto surādhutto,
<b>akkhadhutto</b> ca yo naro,
laddhaṃ laddhaṃ vināseti,
taṃ parābhavato mukhaṃ."	""
"375"	"11"	""	""	"Trad"	""	"mār'ātirekam'abhiyujjhitasabbarattiṃ, ghoram'pan'āḷavakam'<b>akkhama</b>thaddhayakkhaṃ, khantīsudantavidhinā jitavā mun'indo."	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.12"	"dubbacasikkhāpadaṃ"	"bhikkhū pan'eva dubbacajātiko hotī'ti dubbaco hoti dovacassakaraṇehi dhammehi samannāgato <b>akkhamo</b> appadakkhiṇaggāhī anusāsaniṃ."	""	""	""	""	""	""	""	""	""	"VIN1.2.12"	"dubbacasikkhāpadaṃ"	"bhikkhū pan'eva dubbacajātiko hotī'ti dubbaco hoti dovacassakaraṇehi dhammehi samannāgato <b>akkhamo</b> appadakkhiṇaggāhī anusāsaniṃ."	"62"
"388"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.7.9"	"ukkhittasambhogasikkhāpadaṃ"	"dhammasambhogo nāma uddisati vā uddisāpeti vā, padena uddisati vā uddisāpeti vā, pade pade āpatti pācittiyassa. akkharāya uddisati vā uddisāpeti vā, <b>akkhar'akkharāya</b> āpatti pācittiyassa."	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.4"	"padasodhammasikkhāpadaṃ"	"vāceyyā'ti padena vāceti, pade pade āpatti pācittiyassa. <b>akkharāya</b> vāceti, akkhar'akkharāya āpatti pācittiyassa."	""	""	""	""	""	""	""	""	""	""	""	""	""
"396"	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.13"	"kuladūsakasikkhāpadaṃ"	"<b>akkharikāya</b>'pi kīḷanti, man'esikāya'pi kīḷanti, yathāvajjena'pi kīḷanti. hatthismim'pi sikkhanti, assasmim'pi sikkhanti, rathasmim'pi sikkhanti, dhanusmim'pi sikkhanti, tharusmim'pi sikkhanti"	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"11"	""	""	"DHP86"	"paṇḍitavaggo"	"ye ca kho sammad<b>akkhāte</b>, dhamme dhamm'ānuvattino,
te janā pāram'essanti, maccudheyyaṃ suduttaraṃ."	"Ti-lakkhaṇā"	"The Three Characteristics"	"Verses"	""	""	""	""	""	""	"DHP275"	"maggavaggo"	"etañ'hi tumhe paṭipannā,
dukkhass'antaṃ karissatha,
<b>akkhāto</b> vo mayā maggo,
aññāya sallakantanaṃ."	""	""	""	""	""	""	"DHP86 (simpl)"	"paṇḍitavaggo"	"ye ca kho sammā-<b>akkhāte</b> dhamme dhammaṃ anuvattino, te janā pāraṃ essanti, maccuno dheyyaṃ suduttaraṃ."	"Indeed, whoever acting according to the teaching in the perfectly declared teaching, those people will go to the far shore, the realm of death, extremely difficult to cross."	"extra"	"11"	"SN56.31"	"sīsapāvanasuttaṃ"	"kiñ'ca, bhikkhave, mayā <b>akkhātaṃ</b>? idaṃ dukkhan'ti, bhikkhave, mayā akkhātaṃ"	"SN22.95"	"pheṇapiṇḍūpamasuttaṃ"	"etādis'āyaṃ santāno, māy'āyaṃ bālalāpinī,
vadhako esa <b>akkhāto</b>, sāro ettha na vijjati."	"11"
"401"	"6"	""	""	"MN51"	"kandarakasuttaṃ"	"pisuṇaṃ vācaṃ pahāya pisuṇāya vācāya paṭivirato hoti, ito sutvā na amutra <b>akkhātā</b> imesaṃ bhedāya, amutra vā sutvā na imesaṃ <b>akkhātā</b> amūsaṃ bhedāya"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	"DHP276"	"maggavaggo"	"tumhehi kiccam'ātappaṃ,
<b>akkhātāro</b> tathāgatā,
paṭipannā pamokkhanti,
jhāyino mārabandhanā."	""	""	""	""	""	""	"MN51"	"kandarakasuttaṃ"	"ito sutvā na amutra <b>akkhātā</b> imesaṃ bhedāya, amutra vā sutvā na imesaṃ akkhātā amūsaṃ bhedāya"	"Thus, having heard here, he does not tell there for a break of them, or having heard in such-and-such a place, he does not tell to these people for a schism of them."	"extra"	"10"	"SN22.58"	"sammāsambuddhasuttaṃ"	"tathāgato, bhikkhave, arahaṃ sammāsambuddho anuppannassa maggassa uppādetā, asañjātassa maggassa sañjanetā, anakkhātassa maggassa <b>akkhātā</b> maggaññū, maggavidū, maggakovido, maggānugā ca, bhikkhave, eta'r'ahi sāvakā viharanti pacchāsamannāgatā."	"SN22.58"	"sammāsambuddhasuttaṃ"	"tathāgato, bhikkhave, arahaṃ sammāsambuddho anuppannassa maggassa uppādetā, asañjātassa maggassa sañjanetā, anakkhātassa maggassa <b>akkhātā</b> maggaññū, maggavidū, maggakovido, maggānugā ca, bhikkhave, eta'r'ahi sāvakā viharanti pacchāsamannāgatā."	"19"
"403"	"9"	""	""	"PAT PK"	"dhammayuttikapubbakiccaṃ"	"utu-<b>akkhānañ</b>'ca, bhikkhugaṇanā'ca, bhikkhunīnam'ovādo cā'ti."	"Pubbakicca"	"Preliminary duty"	"International Pātimokkha"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"75"
"406"	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"seyyathā'pi, bho gotama, ye keci mūlagandhā, kālānusāri tesaṃ aggam'<b>akkhāyati</b>, ... evam'eva bhoto gotamassa ovādo param'ajjadhammesu."	"SN22.102"	"aniccasaññāsuttaṃ"	"seyyathā'pi bhikkhave ye keci pupphagandhā vassikaṃ tesaṃ aggam'<b>akkhāyati</b>"	""
"409"	"5"	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"magg'<b>akkhāyī</b> tathāgato"	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"magg'<b>akkhāyī</b> tathāgato"	"SN22.2"	"devadahasuttaṃ"	"paṇḍitā h'āvuso manussā vīmaṃsakā kismiṃ pan'āyasmantānaṃ chandarāgavinay<b>akkhāyī</b> satthā'ti"	"16"
"412"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.3.1"	"paṭhamāniyatasikkhāpadaṃ"	"raho nāma cakkhussa raho, sotassa raho. cakkhussa rahonāma na sakkā hoti <b>akkhiṃ</b> vā nikhaṇīyamāne bhamukaṃ vā ukkhipīyamāne sīsaṃ vā ukkhipīyamāne passituṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""
"441"	"11"	""	""	"MN48"	"kosambiyasuttaṃ"	"bhikkhu yāni tāni sīlāni <b>akhaṇḍāni</b> acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni."	"Cha-sāraṇīya-dhammā"	"Principles of Cordiality"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN48 (simpl)"	"kosambiyasuttaṃ"	"yāni tāni sīlāni <b>akhaṇḍāni</b> acchiddāni asabalāni akammāsāni bhujissāni viññūhi pasatthāni aparāmaṭṭhāni samādhino saṃvattanikāni"	"Whichever [of] those virtues, which are unbroken, without cracks, not mottled, unblemished, liberating, commended by wise persons, irreproachable and conducive for stability of mind"	""	"11"	"SN12.41"	"pañcaverabhayasuttaṃ"	"ariyakantehi sīlehi samannāgato hoti <b>akhaṇḍehi</b> acchiddehi asabalehi akammāsehi bhujissehi viññuppasatthehi aparāmaṭṭhehi samādhisaṃvattanikehi."	"SN22.54"	"bījasuttaṃ"	"imāni c'assu, bhikkhave, pañca bījajātāni <b>akhaṇḍāni</b> apūtikāni avāt'ātapahatāni sār'ādāni sukhasayitāni, pathavī ca n'āssa, āpo ca n'āssa, api nu'māni, bhikkhave, pañca bījajātāni vuddhiṃ virūḷhiṃ vepullaṃ āpajjeyyun'ti?"	"27"
"453"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN47.8"	"sūdasuttaṃ"	"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, <b>akhārikehi</b>'pi, loṇikehi'pi, aloṇikehi'pi."	"[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries,] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."	"extra"	"26"	""	""	""	"SN22.79"	"khajjanīyasuttaṃ"	"ambilam'pi vijānāti, tittakam'pi vijānāti, kaṭukam'pi vijānāti, madhuram'pi vijānāti, khārikam'pi vijānāti, <b>akhārikam</b>'pi vijānāti, loṇikam'pi vijānāti, aloṇikam'pi vijānāti. vijānātī'ti kho, bhikkhave, tasmā viññāṇan'ti vuccati"	""
"465"	"11"	""	""	"Thai"	""	"handa mayaṃ khema-<b>akhema</b>-saraṇa-gamana-paridīpikā-gāthāyo
bhaṇāmase"	"Khem'ākhema-saraṇa-gamana"	"Going to True and False Refuges"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9"
"467"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"468"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN39 (simpl)"	"mahāassapurasuttaṃ"	"ahaṃ sakamhā gāmā amuṃ gāmaṃ <b>agacchiṃ</b>"	"I went from my own village to such-and-such a village."	""	"4"	""	""	""	"MN39"	"mahāassapurasuttaṃ"	"ahaṃ kho sakamhā gāmā amuṃ gāmaṃ <b>agacchiṃ</b>"	""
"474"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP323"	"nāgavaggo"	"na hi etehi yānehi,
gaccheyya <b>agataṃ</b> disaṃ,
yath'āttanā sudantena,
danto dantena gacchati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.2.8"	"rūpiyasikkhāpadaṃ"	"no ce chaḍḍeti, pañcah'aṅgehi samannāgato bhikkhu rūpiyachaḍḍako sammannitabbo, yo na chand'<b>āgatiṃ</b> gaccheyya, na dos'<b>āgatiṃ</b> gaccheyya, na moh'<b>āgatiṃ</b> gaccheyya, na bhay'<b>āgatiṃ</b> gaccheyya, chaḍḍitāchaḍḍitañ'ca jāneyya."	""	""	""	""	""	""	""	""	""	""	""	""	""
"490"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"491"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP51"	"pupphavaggo"	"yathā'pi ruciraṃ pupphaṃ,
vaṇṇavantaṃ <b>agandhakaṃ</b>,
evaṃ subhāsitā vācā,
aphalā hoti akubbato."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"496"	""	""	"or imperf 3rd sg"	"AN4.67"	"ahirājasuttaṃ"	"sabbe sattā sabbe pāṇā, sabbe bhūtā ca kevalā.
sabbe bhadrāni passantu, mā kiñci pāpam'<b>āgamā</b>."	"Khandha-parittaṃ"	"Protection of the Aggregates"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"56"
"498"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VV53"	"chattamāṇavaka vimānavatthu"	"sv'āhaṃ idha pañca sikkhā karitvā,
paṭipajjitvā tathāgatassa dhamme,
dvepatham'<b>agamāsiṃ</b> coramajjhe,
te maṃ tattha vadhiṃsu bhogahetu."	""
"504"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN2.9"	"cariyasuttaṃ"	"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, nay'i'dha paññāyetha mātāti vā mātucchāti vā mātulānīti vā ācariyabhariyāti vā garūnaṃ dārāti vā. sambhedaṃ loko <b>agamissa</b>, yathā ajeḷakā kukkuṭasūkarā soṇasiṅgālā."	"If these two wholesome principles did not protect the world, it would not be clear, (this is my) mother, (this is my) mother's sister, (this is my) uncle's wife, (these are) wives of teachers. The world would become confused like goats and sheep, chickens and pigs, dogs and jackals."	"extra"	"22"	""	""	""	"AN2.9"	"cariyasuttaṃ"	"sambhedaṃ loko <b>agamissa</b>, yathā aj'eḷakā kukkuṭasūkarā soṇasigālā."	""
"525"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.3.7"	"saṃvidhānasikkhāpadaṃ"	"antamaso gām'antaram'pī'ti kukkuṭasampāte gāme, gām'antare gām'antare āpatti pācittiyassa. <b>agāmake</b> araññe, addhayojane addhayojane āpatti pācittiyassa."	""	""	""	""	""	""	""	""	""	""	""	""	""
